City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kawalu,ID,2022-03-20 18:50:21,-7.3817,108.2082,72.68,95,100,1.19
296,Djibo,BF,2022-03-20 18:50:21,14.1022,-1.6306,91.71,11,91,6.02
297,Akdepe,TM,2022-03-20 18:50:22,42.0551,59.3788,41.86,27,100,13.44
298,Russell,US,2022-03-20 18:50:22,32.3502,-85.1999,71.96,29,0,14.97
299,Araci,BR,2022-03-20 18:50:23,-11.3333,-38.9667,91.94,34,53,10.83
300,Pesqueira,BR,2022-03-20 18:50:23,-8.3578,-36.6964,85.53,39,98,10.22
301,Verkhnevilyuysk,RU,2022-03-20 18:50:23,63.4453,120.3167,12.47,96,98,5.23
302,Yulara,AU,2022-03-20 18:50:24,-25.2406,130.9889,69.64,43,0,4.61
303,Hakodate,JP,2022-03-20 18:50:24,41.7758,140.7367,31.62,77,99,9.91
304,Narsaq,GL,2022-03-20 18:50:25,60.9167,-46.05,14.09,74,0,1.41
305,Dingle,PH,2022-03-20 18:50:25,10.9995,122.6711,77.5,88,100,7.23
306,Bhanjanagar,IN,2022-03-20 18:50:25,19.9333,84.5833,74.61,85,36,2.08
307,Cochrane,CA,2022-03-20 18:50:25,51.1834,-114.4687,39.9,47,100,19.57
308,Grindavik,IS,2022-03-20 18:50:26,63.8424,-22.4338,36.07,87,75,16.11
309,Hasaki,JP,2022-03-20 18:50:26,35.7333,140.8333,41.4,82,100,19.39
310,Lawrenceburg,US,2022-03-20 18:49:15,38.0373,-84.8966,61.56,36,0,11.5
311,Boke,GN,2022-03-20 18:50:27,10.9409,-14.2967,82.17,51,72,10.42
312,Kenai,US,2022-03-20 18:50:27,60.5544,-151.2583,33.1,78,0,10.36
313,Gabu,GW,2022-03-20 18:50:27,12.2833,-14.2167,94.96,12,94,2.82
314,Yurimaguas,PE,2022-03-20 18:50:28,-5.9,-76.0833,84.36,70,40,5.75
315,Launceston,AU,2022-03-20 18:50:32,-41.45,147.1667,58.33,88,88,9.22
316,Amazar,RU,2022-03-20 18:50:32,53.858,120.875,-7.85,99,69,2.44
317,Piacabucu,BR,2022-03-20 18:51:33,-10.4056,-36.4344,83.37,64,16,9.78
318,Birao,CF,2022-03-20 18:51:33,10.2849,22.7882,85.28,9,4,4.21
319,Marsabit,KE,2022-03-20 18:51:33,2.3284,37.9899,75.83,36,58,12.37
320,Honiara,SB,2022-03-20 18:51:34,-9.4333,159.95,77.94,88,100,3.2
321,Debre Tabor,ET,2022-03-20 18:51:34,11.85,38.0167,61.74,44,29,2.42
322,Ukiah,US,2022-03-20 18:51:34,39.1502,-123.2078,57.02,55,0,1.01
323,Ponta Do Sol,PT,2022-03-20 18:51:35,32.6667,-17.1,64.0,56,65,11.18
324,Constitucion,CL,2022-03-20 18:52:36,-35.3333,-72.4167,64.53,58,100,9.86
325,Warrenton,ZA,2022-03-20 18:52:36,-28.114,24.8475,63.84,87,100,15.55
326,Notse,TG,2022-03-20 18:52:37,6.95,1.1667,83.25,67,99,9.6
327,Cayenne,GF,2022-03-20 18:52:37,4.9333,-52.3333,82.09,1,75,13.8
328,Zemio,CF,2022-03-20 18:52:37,5.0314,25.1361,79.84,28,67,3.6
329,Korla,CN,2022-03-20 18:52:38,41.7597,86.1469,42.64,56,100,19.33
330,Cooma,AU,2022-03-20 18:52:38,-36.2333,149.1333,56.97,100,100,0.0
331,Merauke,ID,2022-03-20 18:52:38,-8.4667,140.3333,78.93,88,100,0.56
332,Barcelos,PT,2022-03-20 18:49:21,41.5388,-8.6151,64.85,62,100,4.25
333,Jega,NG,2022-03-20 18:52:39,12.2175,4.3792,90.46,11,100,4.23
334,Itoman,JP,2022-03-20 18:52:39,26.1247,127.6694,70.57,83,75,8.05
335,Hay River,CA,2022-03-20 18:52:40,60.8156,-115.7999,21.18,79,100,6.91
336,Arman,RU,2022-03-20 18:52:40,59.7,150.1667,26.02,93,100,10.0
337,Tornio,FI,2022-03-20 18:52:41,65.8481,24.1466,39.22,85,100,6.13
338,Xudat,AZ,2022-03-20 18:52:41,41.631,48.681,30.45,77,90,8.66
339,Zaragoza,ES,2022-03-20 18:52:41,41.6561,-0.8773,59.45,65,75,12.66
340,Rabo De Peixe,PT,2022-03-20 18:52:42,37.8,-25.5833,60.28,93,75,20.71
341,Springbok,ZA,2022-03-20 18:52:42,-29.6643,17.8865,76.53,46,5,5.57
342,Tambo,PE,2022-03-20 18:52:43,-14.8,-73.9167,44.65,74,96,7.56
343,Raton,US,2022-03-20 18:52:43,36.9034,-104.4391,61.14,21,0,12.66
344,Cidreira,BR,2022-03-20 18:52:43,-30.1811,-50.2056,68.38,61,100,12.53
345,Caravelas,BR,2022-03-20 18:52:44,-17.7125,-39.2481,82.83,64,0,8.52
346,Saint-Pierre,RE,2022-03-20 18:52:44,-21.3393,55.4781,75.9,89,100,10.36
347,Polovinnoye,RU,2022-03-20 18:52:45,54.7914,65.9864,21.56,94,100,16.13
348,Adre,TD,2022-03-20 18:52:45,13.4667,22.2,80.55,8,94,7.54
349,Baturaja,ID,2022-03-20 18:52:45,-4.1333,104.1667,73.71,92,100,1.9
350,Dioknisi,GE,2022-03-20 18:52:46,41.6293,42.3917,20.8,95,100,3.38
351,Port Lincoln,AU,2022-03-20 18:52:46,-34.7333,135.8667,63.05,89,95,5.7
352,Bonavista,CA,2022-03-20 18:52:46,48.6499,-53.1147,26.83,88,100,14.94
353,Mayo,US,2022-03-20 18:52:47,38.8876,-76.5119,57.61,50,100,14.97
354,Colac,AU,2022-03-20 18:52:47,-38.3333,143.5833,60.17,94,8,2.82
355,Havoysund,NO,2022-03-20 18:52:47,70.9963,24.6622,43.03,89,100,33.98
356,Ascension,US,2022-03-20 18:52:48,30.2169,-90.9001,78.01,28,0,11.5
357,Hobyo,SO,2022-03-20 18:52:48,5.3505,48.5268,79.05,70,4,12.64
358,Parabel,RU,2022-03-20 18:52:49,58.6978,81.4825,16.88,89,100,15.12
359,San Felipe,VE,2022-03-20 18:52:49,10.3399,-68.7425,85.19,55,100,10.78
360,Toamasina,MG,2022-03-20 18:53:49,-18.1667,49.3833,73.4,94,75,6.91
361,Chiredzi,ZW,2022-03-20 18:53:50,-21.05,31.6667,68.79,55,42,5.19
362,Half Moon Bay,US,2022-03-20 18:50:35,37.4636,-122.4286,64.74,50,0,16.11
363,Evensk,RU,2022-03-20 18:53:50,61.95,159.2333,24.51,91,100,36.91
364,Flin Flon,CA,2022-03-20 18:53:50,54.7682,-101.865,39.04,60,75,8.05
365,Bathsheba,BB,2022-03-20 18:53:51,13.2167,-59.5167,81.21,65,20,23.02
366,Chokwe,MZ,2022-03-20 18:53:51,-24.5333,32.9833,68.09,75,9,6.98
367,Tiznit,MA,2022-03-20 18:53:52,29.5833,-9.5,56.79,77,100,9.19
368,Nome,US,2022-03-20 18:53:52,64.5011,-165.4064,-2.83,72,2,3.56
369,Nemuro,JP,2022-03-20 18:53:52,43.3236,145.575,25.77,78,100,9.57
370,Petropavlovsk-Kamchatskiy,RU,2022-03-20 18:53:53,53.0452,158.6483,34.39,93,100,8.95
371,Hamilton,US,2022-03-20 18:53:51,39.1834,-84.5333,60.76,44,0,5.01
372,Erenhot,CN,2022-03-20 18:53:53,43.6475,111.9767,22.95,33,0,4.92
373,Gamba,GA,2022-03-20 18:53:53,-2.65,10.0,78.71,83,100,5.82
374,Kargil,IN,2022-03-20 18:53:54,34.5667,76.1,23.68,81,81,5.73
375,Kavaratti,IN,2022-03-20 18:53:54,10.5669,72.642,81.88,68,8,9.73
376,Kaeo,NZ,2022-03-20 18:53:54,-35.1,173.7833,65.32,97,73,3.91
377,Touros,BR,2022-03-20 18:53:55,-5.1989,-35.4608,83.64,68,47,12.62
378,Kirakira,SB,2022-03-20 18:53:55,-10.4544,161.9205,81.27,74,90,8.14
379,Tarakan,ID,2022-03-20 18:49:17,3.3,117.6333,78.3,94,75,3.44
380,Chapais,CA,2022-03-20 18:53:56,49.7834,-74.8492,31.78,88,100,10.47
381,Pacific Grove,US,2022-03-20 18:52:01,36.6177,-121.9166,66.02,73,0,11.99
382,Daru,PG,2022-03-20 18:53:56,-9.0763,143.2092,79.93,86,100,5.97
383,Namibe,AO,2022-03-20 18:53:56,-15.1961,12.1522,75.65,73,12,9.78
384,Sibolga,ID,2022-03-20 18:53:57,1.7427,98.7792,75.13,89,96,1.86
385,Hohhot,CN,2022-03-20 18:53:57,40.8106,111.6522,25.09,58,0,2.24
386,Mahanoro,MG,2022-03-20 18:53:58,-19.9,48.8,73.42,81,100,4.59
387,Menongue,AO,2022-03-20 18:53:58,-14.6585,17.691,70.79,73,100,4.5
388,Spasskoye,RU,2022-03-20 18:53:59,44.6108,132.7969,11.61,96,36,4.79
389,Axim,GH,2022-03-20 18:53:59,4.8699,-2.2405,81.07,80,53,7.9
390,Tiarei,PF,2022-03-20 18:53:59,-17.5333,-149.3333,84.22,74,80,21.5
391,Oktyabrskoye,RU,2022-03-20 18:54:00,43.0645,44.7417,21.34,92,62,4.47
392,Bubaque,GW,2022-03-20 18:54:00,11.2833,-15.8333,75.42,70,86,16.37
393,Alta,NO,2022-03-20 18:54:00,69.9689,23.2717,43.86,49,0,5.75
394,Zhezkazgan,KZ,2022-03-20 18:54:01,47.8043,67.7144,-0.83,99,59,5.28
395,Kruisfontein,ZA,2022-03-20 18:54:01,-34.0033,24.7314,67.89,91,0,8.01
396,Lokosovo,RU,2022-03-20 18:54:01,61.1333,74.8167,28.63,95,100,8.84
397,Elista,RU,2022-03-20 18:54:02,46.3078,44.2558,30.72,50,0,8.99
398,Grand Gaube,MU,2022-03-20 18:54:02,-20.0064,57.6608,79.2,87,100,1.99
399,Kourou,GF,2022-03-20 18:54:03,5.1552,-52.6478,82.11,85,100,11.86
400,Salinopolis,BR,2022-03-20 18:54:03,-0.6136,-47.3561,80.35,83,100,7.02
401,Dejen,ET,2022-03-20 18:54:03,10.1667,38.1333,62.44,54,100,1.25
402,Kananga,CD,2022-03-20 18:54:04,-5.8958,22.4178,76.98,74,92,2.8
403,Douglas,US,2022-03-20 18:54:04,41.3,-96.167,73.33,29,0,18.41
404,Bosaso,SO,2022-03-20 18:54:04,11.2842,49.1816,77.14,73,4,1.52
405,Seoul,KR,2022-03-20 18:53:43,37.5683,126.9778,35.04,77,0,1.14
406,Heinola,FI,2022-03-20 18:55:05,61.2056,26.0381,33.8,93,100,5.46
407,Barela,IN,2022-03-20 18:55:06,23.1,80.05,82.63,17,15,5.26
408,Mananjary,MG,2022-03-20 18:55:06,-21.2167,48.3333,74.12,72,100,5.46
409,Devrek,TR,2022-03-20 18:55:06,41.2192,31.9558,22.32,95,35,4.03
410,Zharkent,KZ,2022-03-20 18:55:07,44.1628,80.0,40.71,63,100,3.22
411,Tanta,EG,2022-03-20 18:52:21,30.7885,31.0019,48.94,53,100,8.39
412,Tromso,NO,2022-03-20 18:55:07,69.6496,18.957,42.82,61,0,27.63
413,Beaumont,US,2022-03-20 18:52:33,30.0861,-94.1019,76.98,25,0,17.27
414,Aguimes,ES,2022-03-20 18:55:08,27.9054,-15.4461,63.23,48,75,23.02
415,Shingu,JP,2022-03-20 18:55:08,33.7333,135.9833,46.72,68,100,4.34
416,Komsomolskiy,UZ,2022-03-20 18:55:08,40.4272,71.7189,43.52,75,75,6.91
417,Turka,UA,2022-03-20 18:55:09,49.1541,23.0297,31.15,77,2,1.99
418,Ippy,CF,2022-03-20 18:55:09,6.2679,21.2247,87.4,18,77,4.45
419,Mecca,SA,2022-03-20 18:50:20,21.4267,39.8261,75.04,66,14,1.54
420,Coruripe,BR,2022-03-20 18:55:10,-10.1256,-36.1756,83.43,65,24,10.45
421,Cirebon,ID,2022-03-20 18:55:10,-6.7063,108.557,79.56,82,100,4.54
422,Resistencia,AR,2022-03-20 18:55:10,-27.4606,-58.9839,85.08,40,0,8.05
423,Guerrero Negro,MX,2022-03-20 18:55:11,27.9769,-114.0611,63.27,71,99,22.82
424,Nyimba,ZM,2022-03-20 18:55:11,-14.5566,30.8149,65.64,88,40,4.43
425,San Isidro,PE,2022-03-20 18:55:11,-12.1167,-77.05,75.51,74,75,4.61
426,Bataipora,BR,2022-03-20 18:55:12,-22.2953,-53.2711,82.98,63,96,7.47
427,Marawi,PH,2022-03-20 18:55:12,7.9986,124.2928,68.45,94,100,3.09
428,Mbandaka,CD,2022-03-20 18:55:12,0.0487,18.2603,78.55,73,100,4.9
429,Sainte-Marie,RE,2022-03-20 18:55:13,-20.8968,55.5496,76.41,90,0,4.61
430,Marsaxlokk,MT,2022-03-20 18:55:13,35.8419,14.5431,51.08,71,40,12.66
431,Sinnamary,GF,2022-03-20 18:55:13,5.3833,-52.95,79.07,83,81,14.38
432,Seversk,RU,2022-03-20 18:55:14,56.6006,84.8864,19.94,64,100,12.24
433,Puerto Penasco,MX,2022-03-20 18:51:42,31.3167,-113.5333,70.92,40,81,10.0
434,Luyang,CN,2022-03-20 18:55:14,27.6239,110.0989,43.74,90,100,5.03
435,Kushima,JP,2022-03-20 18:55:14,31.4583,131.2333,50.05,88,100,6.35
436,Okakarara,NA,2022-03-20 18:55:15,-20.5833,17.4333,68.83,77,76,5.06
437,Katghora,IN,2022-03-20 18:55:15,22.5,82.55,77.81,19,10,5.59
438,Waipawa,NZ,2022-03-20 18:55:15,-41.4122,175.5153,56.86,88,100,6.04
439,Ahipara,NZ,2022-03-20 18:55:16,-35.1667,173.1667,65.26,94,35,2.28
440,Ust-Kuyga,RU,2022-03-20 18:55:16,70.0167,135.6,-22.68,99,94,5.37
441,Srednekolymsk,RU,2022-03-20 18:55:16,67.45,153.6833,-16.29,100,76,4.79
442,Brae,GB,2022-03-20 18:55:17,60.3964,-1.353,43.72,83,10,23.62
443,Shimoda,JP,2022-03-20 18:55:17,34.6667,138.95,46.11,75,100,2.71
444,Alyangula,AU,2022-03-20 18:55:17,-13.8483,136.4192,76.87,100,99,0.0
445,Caledon,ZA,2022-03-20 18:55:18,-34.23,19.4265,69.06,76,1,9.48
446,Kachug,RU,2022-03-20 18:55:18,53.9606,105.8817,-3.51,100,100,1.28
447,Izberbash,RU,2022-03-20 18:55:18,42.5696,47.8645,28.45,71,72,4.59
448,Port Blair,IN,2022-03-20 18:55:19,11.6667,92.75,75.24,94,100,2.3
449,Slave Lake,CA,2022-03-20 18:55:19,55.2834,-114.769,35.58,55,100,20.71
450,San Quintin,MX,2022-03-20 18:55:19,30.4833,-115.95,60.37,70,63,24.43
451,Asau,RO,2022-03-20 18:55:20,46.4333,26.4,34.72,67,6,6.02
452,Vadlapudi,IN,2022-03-20 18:55:20,14.3167,79.8,81.07,81,56,8.75
453,Beyneu,KZ,2022-03-20 18:55:21,45.3167,55.2,28.4,70,100,13.42
454,Los Llanos De Aridane,ES,2022-03-20 18:55:21,28.6585,-17.9182,60.55,73,75,18.41
455,Ambon,ID,2022-03-20 18:55:21,-3.6954,128.1814,77.14,94,40,8.05
456,Wenatchee,US,2022-03-20 18:54:05,47.4235,-120.3103,50.36,43,0,9.22
457,Fort Morgan,US,2022-03-20 18:56:22,40.2503,-103.8,54.25,32,0,5.75
458,Sampit,ID,2022-03-20 18:56:22,-2.5333,112.95,73.96,97,99,1.25
459,Jasper,US,2022-03-20 18:56:22,37.2001,-94.3502,75.11,23,10,8.01
460,Gazli,UZ,2022-03-20 18:56:23,40.1333,63.45,42.89,56,0,8.95
461,Champerico,GT,2022-03-20 18:56:23,14.3,-91.9167,93.74,55,7,12.44
462,Aitape,PG,2022-03-20 18:56:23,-3.1374,142.3475,77.05,88,100,2.75
463,Todos Santos,MX,2022-03-20 18:56:24,23.45,-110.2167,89.31,78,100,11.63
464,Labuan,MY,2022-03-20 18:56:24,5.2767,115.2417,77.36,94,20,0.0
465,Trofors,NO,2022-03-20 18:56:25,65.5333,13.4063,37.27,65,98,4.92
466,Santo Antonio Do Ica,BR,2022-03-20 18:56:25,-3.1022,-67.9397,81.28,81,99,2.59
467,Livingston,GB,2022-03-20 18:56:25,55.9029,-3.5226,45.59,65,0,9.22
468,Bouna,CI,2022-03-20 18:56:26,9.2667,-3.0,86.58,44,100,4.09
469,Pokhara,NP,2022-03-20 18:56:26,28.2333,83.9833,70.39,24,6,7.76
470,Wana,PK,2022-03-20 18:56:27,32.2989,69.5725,64.11,23,0,8.23
471,El Carmen,CO,2022-03-20 18:56:27,8.5106,-73.4478,81.79,52,100,3.2
472,Neuquen,AR,2022-03-20 18:56:27,-38.9516,-68.0591,71.49,46,75,9.22
473,Murchison,NZ,2022-03-20 18:56:28,-41.8,172.3333,55.87,99,100,2.86
474,Mokhsogollokh,RU,2022-03-20 18:56:29,61.4681,128.9203,-17.57,100,64,1.57
475,Kattivakkam,IN,2022-03-20 18:56:29,13.2167,80.3167,86.09,92,64,6.78
476,Valdobbiadene,IT,2022-03-20 18:56:30,45.8993,11.9946,49.59,42,97,3.76
477,Trelew,AR,2022-03-20 18:56:30,-43.249,-65.3051,64.02,50,100,27.18
478,Maumere,ID,2022-03-20 18:56:30,-8.6199,122.2111,79.59,81,99,1.52
479,Tessalit,ML,2022-03-20 18:56:31,20.1986,1.0114,83.08,10,14,12.3
480,Zhigansk,RU,2022-03-20 18:56:31,66.7697,123.3711,7.79,89,100,20.78
481,Seydi,TM,2022-03-20 18:56:31,39.4816,62.9137,46.38,47,0,8.1
482,Verkhnyaya Inta,RU,2022-03-20 18:56:32,65.9811,60.3094,20.61,97,100,5.12
483,Pisco,PE,2022-03-20 18:56:32,-13.7,-76.2167,72.01,83,40,10.36
484,Yumen,CN,2022-03-20 18:56:33,40.2833,97.2,33.66,31,100,15.77
485,Longjiang,CN,2022-03-20 18:56:33,47.3303,123.1836,17.65,71,97,7.74
486,Sorland,NO,2022-03-20 18:56:33,67.667,12.6934,44.46,81,28,32.5
487,Morant Bay,JM,2022-03-20 18:56:34,17.8815,-76.4093,85.71,64,47,12.33
488,Nefteyugansk,RU,2022-03-20 18:56:34,61.0998,72.6035,29.16,94,100,14.97
489,Zabaykalsk,RU,2022-03-20 18:56:34,49.6333,117.3167,4.41,85,98,6.71
490,Beloha,MG,2022-03-20 18:56:35,-25.1667,45.05,68.52,72,0,11.36
491,At-Bashi,KG,2022-03-20 18:56:35,41.1702,75.8106,23.9,89,100,2.17
492,Carauari,BR,2022-03-20 18:56:35,-4.8828,-66.8958,81.84,81,66,4.59
493,Sovetskiy,RU,2022-03-20 18:56:36,61.3614,63.5842,25.57,88,100,10.92
494,Patacamaya,BO,2022-03-20 18:56:36,-17.2333,-67.9167,58.24,50,86,10.49
495,Fukue,JP,2022-03-20 18:56:36,32.6881,128.8419,50.49,67,100,9.98
496,Namikupa,TZ,2022-03-20 18:56:37,-10.8333,39.6,72.18,98,100,1.86
497,Gueret,FR,2022-03-20 18:56:37,46.1667,1.8667,46.74,76,100,4.83
498,Bardsir,IR,2022-03-20 18:56:37,29.9227,56.5743,57.88,17,0,5.59
499,Huambo,AO,2022-03-20 18:56:38,-12.7761,15.7392,63.63,91,100,4.29
500,Vrangel,RU,2022-03-20 18:56:38,42.7297,133.0839,28.26,58,1,10.85
501,Kharan,PK,2022-03-20 18:56:38,28.5833,65.4167,70.83,12,0,11.97
502,Coquimbo,CL,2022-03-20 18:56:39,-29.9533,-71.3436,66.79,67,3,6.38
503,Bjerringbro,DK,2022-03-20 18:56:39,56.378,9.6607,42.06,60,0,15.39
504,Nuuk,GL,2022-03-20 18:56:39,64.1835,-51.7216,-1.44,87,11,4.52
505,Roald,NO,2022-03-20 18:56:40,62.5833,6.1333,46.33,81,0,0.0
506,Koundara,GN,2022-03-20 18:57:40,12.4833,-13.3,95.79,13,87,2.82
507,Ulaangom,MN,2022-03-20 18:57:40,49.9811,92.0667,0.61,90,99,4.88
508,Newcastle,AU,2022-03-20 18:57:41,-32.9272,151.7765,67.71,89,100,8.05
509,Isangel,VU,2022-03-20 18:57:41,-19.55,169.2667,79.48,85,100,15.55
510,San Matias,BO,2022-03-20 18:57:41,-16.3667,-58.4,83.68,72,78,4.36
511,Tawang,IN,2022-03-20 18:57:42,27.5833,91.8667,45.0,82,47,1.57
512,Lahat,ID,2022-03-20 18:57:42,-3.8,103.5333,72.12,88,63,3.06
513,Anlu,CN,2022-03-20 18:57:43,31.1661,112.5831,40.01,96,100,9.98
514,Khudumelapye,BW,2022-03-20 18:57:43,-23.8833,24.75,72.82,36,100,6.98
515,Santiago Del Estero,AR,2022-03-20 18:57:43,-27.7951,-64.2615,63.21,51,100,4.9
516,San Jeronimo,PE,2022-03-20 18:57:44,-11.9472,-75.2829,57.63,69,100,8.72
517,Polis,CY,2022-03-20 18:57:16,35.0367,32.4264,46.22,45,6,6.58
518,Segovia,ES,2022-03-20 18:57:44,41.1667,-4.0,45.43,74,100,13.53
519,Jiwani,PK,2022-03-20 18:57:45,25.05,61.7417,75.87,74,0,9.84
520,Miles City,US,2022-03-20 18:57:45,46.4083,-105.8406,55.65,33,96,21.77
521,Vao,NC,2022-03-20 18:57:45,-22.6667,167.4833,77.95,82,56,15.73
522,Saint Anthony,US,2022-03-20 18:57:46,45.0205,-93.218,58.66,40,40,4.61
523,Juneau,US,2022-03-20 18:53:56,58.3019,-134.4197,40.21,85,100,10.36
524,Valparaiso,CL,2022-03-20 18:57:46,-33.0393,-71.6273,67.64,69,0,11.5
525,Nizhniy Kuranakh,RU,2022-03-20 18:57:46,58.8353,125.4869,15.15,93,100,7.83
526,Zyryanskoye,RU,2022-03-20 18:57:47,56.8306,86.6258,15.3,82,98,15.9
527,Dudinka,RU,2022-03-20 18:57:47,69.4058,86.1778,-2.13,100,70,5.55
528,Xiamen,CN,2022-03-20 18:57:47,24.4798,118.0819,65.25,94,75,6.71
529,Bayan,CN,2022-03-20 18:57:48,46.0833,127.4,23.47,71,99,6.62
530,Beipiao,CN,2022-03-20 18:57:48,41.7919,120.7792,27.97,86,55,1.07
531,Dhangadhi,NP,2022-03-20 18:57:49,28.7079,80.5961,76.96,29,34,3.15
532,Quatre Cocos,MU,2022-03-20 18:55:08,-20.2078,57.7625,78.91,86,100,10.67
533,Wagar,SD,2022-03-20 18:57:49,16.1525,36.2032,87.87,25,0,9.22
534,Helena,US,2022-03-20 18:57:50,46.5927,-112.0361,38.8,43,100,13.0
535,Salinas,US,2022-03-20 18:57:50,36.6777,-121.6555,64.8,67,6,7.4
536,Shitanjing,CN,2022-03-20 18:57:51,39.2342,106.3439,39.15,49,100,13.0
537,Aras,ES,2022-03-20 18:57:51,42.5617,-2.356,52.23,71,40,12.66
538,Ornes,NO,2022-03-20 18:57:51,66.8689,13.7078,40.68,53,17,11.68
539,Puerto Suarez,BO,2022-03-20 18:57:52,-18.95,-57.8,84.76,69,75,9.22
540,Djambala,CG,2022-03-20 18:57:52,-2.5447,14.7533,72.45,82,34,4.76
