City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
399,Kedrovyy,RU,56.1667,91.8167,19.87,90,100,7.0,overcast clouds
400,Ucluelet,CA,48.9329,-125.5528,51.1,93,100,1.99,overcast clouds
401,College,US,64.8569,-147.8028,13.46,66,100,6.91,light snow
402,Sainte-Claire,CA,46.6006,-70.8649,31.33,66,100,8.01,overcast clouds
403,Xichang,CN,27.8964,102.2634,49.39,81,9,2.73,clear sky
404,Waipawa,NZ,-41.4122,175.5153,61.99,94,100,5.66,heavy intensity rain
405,Aykhal,RU,66.0,111.5,0.43,99,100,3.58,overcast clouds
406,Popondetta,PG,-8.7537,148.2534,74.64,95,100,2.66,overcast clouds
407,Kinablangan,PH,7.6947,126.5503,77.61,83,100,4.54,overcast clouds
408,Metro,ID,-5.1131,105.3067,74.08,91,99,3.27,overcast clouds
409,Riviere-Au-Renard,CA,48.9957,-64.3971,35.89,78,100,27.96,overcast clouds
410,Hearst,CA,49.6835,-83.6665,37.65,73,100,6.76,overcast clouds
411,Pshekhskaya,RU,44.696,39.7967,33.76,60,0,18.16,clear sky
412,Ako,JP,34.75,134.4,38.37,83,100,5.48,overcast clouds
413,Broome,US,42.2506,-75.833,47.7,31,0,12.66,clear sky
414,Talas,TR,38.6908,35.5538,25.47,86,0,0.0,clear sky
415,Beyneu,KZ,45.3167,55.2,29.14,86,6,8.3,clear sky
416,Sault Sainte Marie,CA,46.5168,-84.3333,35.89,31,0,12.66,clear sky
417,Burnie,AU,-41.0667,145.9167,57.92,61,68,14.83,broken clouds
418,Jibuti,DJ,11.5,42.5,72.63,81,25,10.31,scattered clouds
419,Russell,US,32.3502,-85.1999,79.97,42,0,14.97,clear sky
420,Mayo,US,38.8876,-76.5119,69.57,50,0,6.91,clear sky
421,Kargat,RU,55.1956,80.2811,15.87,97,99,11.12,overcast clouds
422,Berdigestyakh,RU,62.0989,126.6992,-3.82,100,100,2.21,overcast clouds
423,Pontianak,ID,-0.0333,109.3333,75.18,100,20,3.44,few clouds
424,Falam,MM,22.9167,93.6833,62.13,43,91,2.64,overcast clouds
425,Nouadhibou,MR,20.931,-17.0347,64.38,72,0,20.71,sand
426,Lyngseidet,NO,69.5763,20.2189,32.0,99,100,4.0,snow
427,Preston,GB,53.7667,-2.7167,55.69,77,64,7.45,broken clouds
428,Rio Grande,BR,-32.035,-52.0986,73.51,75,100,21.25,moderate rain
429,Vondrozo,MG,-22.8167,47.2833,66.83,93,100,1.01,overcast clouds
430,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,84,20,5.75,few clouds
431,Teya,RU,60.3778,92.6267,17.24,97,100,2.62,light snow
432,Morro Bay,US,35.3658,-120.8499,87.24,41,1,7.0,clear sky
433,Hede,CN,33.7681,120.2517,39.29,86,100,2.21,overcast clouds
434,Nabire,ID,-3.3667,135.4833,76.01,91,100,2.39,light rain
435,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.04,86,88,1.88,overcast clouds
436,Aquidaba,BR,-10.2814,-37.0186,78.04,74,41,10.65,scattered clouds
437,Goderich,CA,43.7501,-81.7165,44.92,42,100,13.8,overcast clouds
438,Ambon,ID,-3.6954,128.1814,75.34,94,40,3.44,scattered clouds
439,Grand Gaube,MU,-20.0064,57.6608,79.2,90,66,3.0,moderate rain
440,Uruzgan,AF,32.8333,66.0,58.3,26,90,2.06,overcast clouds
441,Camargo,MX,27.6667,-105.1667,69.91,10,0,13.78,clear sky
442,Malindi,KE,-3.2175,40.1191,80.01,88,4,10.18,clear sky
443,Khandbari,NP,27.3747,87.2039,67.75,51,49,4.38,scattered clouds
444,Nome,US,64.5011,-165.4064,11.16,66,0,0.0,clear sky
445,Gusau,NG,12.1628,6.6614,88.97,13,88,6.87,overcast clouds
446,Melong,CM,5.1218,9.9614,71.62,91,100,1.3,light rain
447,Bilma,NE,18.6853,12.9164,74.1,17,3,14.67,clear sky
448,Christchurch,NZ,-43.5333,172.6333,64.94,95,100,3.44,mist
449,Catamarca,AR,-28.4696,-65.7852,83.77,52,22,5.99,few clouds
450,Campos Belos,BR,-13.0367,-46.7717,77.58,70,89,2.77,overcast clouds
451,Nauta,PE,-4.5061,-73.5757,81.45,89,56,3.09,broken clouds
452,Negombo,LK,7.2083,79.8358,79.83,83,41,7.36,scattered clouds
453,Tombouctou,ML,20.0,-3.0,75.74,10,0,8.48,clear sky
454,Daokou,CN,35.5639,114.5058,39.76,79,1,10.4,clear sky
455,Montepuez,MZ,-13.1256,38.9997,72.18,84,99,3.18,overcast clouds
456,Szamotuly,PL,52.612,16.5779,47.98,54,0,5.99,clear sky
457,General Roca,AR,-39.0333,-67.5833,81.63,15,4,11.7,clear sky
458,Iskateley,RU,67.6803,53.1512,25.36,86,100,26.6,overcast clouds
459,Setermoen,NO,68.861,18.3486,39.16,94,100,1.01,overcast clouds
460,Santiago Del Estero,AR,-27.7951,-64.2615,82.78,51,27,5.86,scattered clouds
461,Kenora,CA,49.8167,-94.4337,32.97,100,100,3.44,mist
462,Xining,CN,36.6167,101.7667,36.75,46,83,1.1,broken clouds
463,Port Augusta,AU,-32.5,137.7667,62.98,77,100,11.34,overcast clouds
464,Trenggalek,ID,-8.05,111.7167,75.27,92,100,2.82,overcast clouds
465,Baker City,US,44.7749,-117.8344,55.11,58,20,3.44,few clouds
466,Liverpool,GB,53.4106,-2.9779,55.94,73,0,8.05,clear sky
467,Beloha,MG,-25.1667,45.05,70.99,81,0,12.17,clear sky
468,Inhambane,MZ,-23.865,35.3833,74.48,76,63,8.55,broken clouds
469,Aksu,CN,41.1231,80.2644,45.63,66,100,2.73,overcast clouds
470,Ilam,NP,26.9167,87.9167,66.24,54,30,5.28,scattered clouds
471,Forquilhinha,BR,-28.7475,-49.4722,78.01,67,68,8.7,broken clouds
472,Sibulan,PH,9.3584,123.285,79.3,86,99,4.72,overcast clouds
473,Aldan,RU,58.6031,125.3894,10.09,97,100,4.63,overcast clouds
474,Sorland,NO,67.667,12.6934,42.1,89,92,23.09,light rain
475,Fortuna Foothills,US,32.6578,-114.4119,84.22,12,20,21.85,few clouds
476,Bedesa,ET,8.9,40.7833,71.67,41,85,2.13,overcast clouds
477,Tigil,RU,57.8,158.6667,14.97,86,100,4.12,overcast clouds
478,Kumo,NG,10.0447,11.2122,88.2,11,92,2.1,overcast clouds
479,Ban Nahin,LA,18.2418,104.2122,76.21,85,100,2.77,overcast clouds
480,Ambilobe,MG,-13.2,49.05,74.7,96,24,2.1,light rain
481,Krasnoselkup,RU,65.7,82.4667,-13.36,100,93,6.04,overcast clouds
482,Vao,NC,-22.6667,167.4833,76.15,70,54,9.26,broken clouds
483,Ushirombo,TZ,-3.4919,31.9639,63.32,95,45,2.06,light rain
484,Boa Vista,BR,2.8197,-60.6733,91.38,43,40,9.22,scattered clouds
485,Tsiroanomandidy,MG,-18.7667,46.0333,66.72,96,89,1.92,overcast clouds
486,Krasnyy Yar,RU,46.5331,48.3456,31.96,67,0,6.82,clear sky
487,Saint Anthony,US,45.0205,-93.218,42.73,92,100,13.8,moderate rain
488,Ust-Maya,RU,60.4167,134.5333,-9.4,100,100,2.1,overcast clouds
489,Miandrivazo,MG,-19.5167,45.4667,76.68,91,100,0.92,light rain
490,Palia Kalan,IN,28.45,80.5833,68.59,17,0,4.38,clear sky
491,Kamina,CD,-8.7386,24.9906,63.64,96,95,3.85,overcast clouds
492,Katima Mulilo,NA,-17.5,24.2667,68.7,78,88,5.48,overcast clouds
493,Hualmay,PE,-11.0964,-77.6139,74.16,74,11,11.72,few clouds
494,Grand-Santi,GF,4.25,-54.3833,76.96,97,50,3.51,scattered clouds
495,Anloga,GH,5.7947,0.8973,83.41,81,97,12.66,overcast clouds
496,Zaraza,VE,9.3503,-65.3245,92.84,31,48,12.86,scattered clouds
497,Chhapar,IN,27.8167,74.4,80.65,13,0,8.84,clear sky
498,Ushibuka,JP,32.1906,130.0228,51.44,80,100,6.71,overcast clouds
499,Brokopondo,SR,4.75,-55.1667,77.99,89,78,8.03,broken clouds
500,Florianopolis,BR,-27.6146,-48.5012,73.35,81,75,10.36,broken clouds
501,Tokur,RU,53.1333,132.9,2.91,100,100,3.11,overcast clouds
502,Acarau,BR,-2.8856,-40.12,79.75,83,96,9.28,moderate rain
503,Kinston,US,35.2627,-77.5816,74.16,23,0,11.5,clear sky
504,Tshela,CD,-4.9833,12.9333,73.26,97,100,1.39,light rain
505,Dekar,BW,-21.5333,21.9333,68.92,45,6,8.37,clear sky
506,Evensk,RU,61.95,159.2333,17.73,97,100,0.65,overcast clouds
507,Ginir,ET,7.1333,40.7,63.66,52,10,4.38,clear sky
508,Vila Velha,BR,-20.3297,-40.2925,71.55,95,75,11.99,mist
509,Corning,US,42.1428,-77.0547,51.17,31,0,5.75,clear sky
510,Erenhot,CN,43.6475,111.9767,29.55,44,5,9.48,clear sky
511,Merrillville,US,41.4828,-87.3328,55.26,79,100,17.27,overcast clouds
512,Obregon,NI,11.9566,-85.9636,93.29,43,22,11.72,few clouds
513,Iquique,CL,-20.2208,-70.1431,69.84,69,11,7.09,few clouds
514,Bukachacha,RU,52.9833,116.9167,6.46,95,82,4.12,broken clouds
515,Santa Maria,BR,-29.6842,-53.8069,76.3,73,40,5.75,moderate rain
516,Beringovskiy,RU,63.05,179.3167,15.78,95,96,8.46,overcast clouds
517,Igrim,RU,63.1906,64.4162,23.22,94,73,8.01,broken clouds
518,Paamiut,GL,61.994,-49.6678,19.11,80,100,8.19,overcast clouds
519,Bagdarin,RU,54.4333,113.6,1.08,97,55,3.96,broken clouds
520,Auki,SB,-8.7676,160.7034,79.16,85,100,3.74,overcast clouds
521,Chernihiv,UA,51.0,32.0,42.67,65,0,4.97,clear sky
522,Kingsport,US,36.5484,-82.5618,76.26,30,75,12.66,broken clouds
523,Kiruna,SE,67.8557,20.2251,31.12,80,20,8.05,few clouds
524,Taksimo,RU,56.3444,114.8794,5.23,94,96,3.0,overcast clouds
525,Marau,BR,-28.4492,-52.2,75.65,56,46,3.69,scattered clouds
526,Huarmey,PE,-10.0681,-78.1522,75.09,74,10,12.01,clear sky
527,Tadine,NC,-21.55,167.8833,76.57,79,100,10.25,overcast clouds
528,Darhan,MN,49.4867,105.9228,18.28,72,9,1.21,clear sky
529,Verkhnevilyuysk,RU,63.4453,120.3167,3.13,99,95,3.02,overcast clouds
530,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,79,20,2.24,few clouds
531,Richards Bay,ZA,-28.783,32.0377,69.8,86,85,5.44,overcast clouds
532,Kiunga,PG,-6.1219,141.2906,73.0,100,100,3.09,light rain
533,Rio Gallegos,AR,-51.6226,-69.2181,59.05,33,40,24.16,light rain
534,Manokwari,ID,-0.8667,134.0833,76.77,84,100,5.06,heavy intensity rain
535,Talnakh,RU,69.4865,88.3972,1.2,91,100,8.23,overcast clouds
536,Tuatapere,NZ,-46.1333,167.6833,62.42,71,6,2.08,clear sky
537,Tari,NG,12.4086,4.4914,88.02,14,42,5.82,scattered clouds
538,Jinxiang,CN,27.4327,120.6062,50.07,87,100,9.82,overcast clouds
539,Biltine,TD,14.5333,20.9167,84.02,10,93,7.72,overcast clouds
540,Oriximina,BR,-1.7656,-55.8661,81.61,80,41,2.39,scattered clouds
541,Charters Towers,AU,-20.1,146.2667,68.5,84,3,5.41,clear sky
542,Sistranda,NO,63.7256,8.834,40.96,85,42,20.4,scattered clouds
543,Manacapuru,BR,-3.2997,-60.6206,83.62,72,34,2.24,scattered clouds
544,Araouane,ML,18.9048,-3.5265,77.47,9,0,8.46,clear sky
545,Miracatu,BR,-24.2814,-47.4597,70.88,79,66,3.58,broken clouds
546,Ayagoz,KZ,47.9714,80.4392,25.18,96,100,16.4,snow
547,Phon Thong,TH,16.3016,103.9768,85.95,70,87,5.26,overcast clouds
548,Minab,IR,27.1467,57.0801,74.93,46,0,5.3,clear sky
549,Wladyslawowo,PL,54.7909,18.4009,44.94,56,0,4.03,clear sky
550,Baksan,RU,43.6881,43.5369,28.17,93,81,3.94,broken clouds
551,Madaoua,NE,14.073,5.96,86.05,12,4,7.4,clear sky
552,Flinders,AU,-34.5833,150.8552,71.19,86,94,3.0,light rain
553,Voyvozh,RU,62.892,54.9635,25.0,84,100,14.81,overcast clouds
554,Odesskoye,RU,54.2111,72.9651,20.05,95,90,12.19,overcast clouds
555,Havre,FR,49.5833,0.3333,55.17,30,0,5.75,clear sky
556,Talcher,IN,20.95,85.2167,75.87,96,28,5.53,scattered clouds
557,Guiglo,CI,6.5456,-7.4966,79.11,72,91,4.72,overcast clouds
558,Necochea,AR,-38.5473,-58.7368,76.12,37,19,9.17,few clouds
559,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,79.99,93,76,1.34,broken clouds
560,Lucea,JM,18.451,-78.1736,82.85,73,71,7.7,broken clouds
561,Fomboni,KM,-12.28,43.7425,82.71,73,8,2.19,clear sky
562,Laguna,US,38.421,-121.4238,82.53,37,0,3.44,clear sky
563,Dire Dawa,ET,9.5931,41.8661,75.63,48,58,9.37,broken clouds
564,Nchelenge,ZM,-9.3451,28.734,70.0,88,100,4.45,light rain
565,Nemuro,JP,43.3236,145.575,27.91,86,12,3.91,few clouds
566,Colchester,GB,51.8892,0.9042,50.74,83,24,6.11,few clouds
567,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,39,20,26.46,few clouds
568,Sabha,LY,27.0377,14.4283,54.37,31,0,11.99,clear sky
569,Paka,MY,4.6374,103.4368,75.13,94,99,0.0,overcast clouds
570,Rodez,FR,44.5,2.5833,44.91,45,0,19.57,clear sky
571,Bintulu,MY,3.1667,113.0333,75.61,94,20,0.0,few clouds
572,Benesat,RO,47.4167,23.3,45.48,57,0,2.08,clear sky
573,Kota Tinggi,MY,1.7381,103.8999,78.84,94,98,1.92,overcast clouds
574,Acapulco,MX,16.8634,-99.8901,84.02,65,20,9.22,few clouds
575,Mogzon,RU,51.7435,111.9606,2.21,99,86,2.3,overcast clouds
576,Camacha,PT,33.0833,-16.3333,56.62,72,40,11.5,scattered clouds
577,Elizabeth City,US,36.2946,-76.2511,75.02,38,0,8.05,clear sky
578,Meadow Lake,US,34.8014,-106.5436,46.06,63,99,6.78,overcast clouds
579,Visby,SE,57.6409,18.296,43.02,56,80,11.5,broken clouds
580,Yemtsa,RU,63.0734,40.3329,26.87,97,83,5.61,broken clouds
581,Alice Springs,AU,-23.7,133.8833,69.22,32,38,6.91,scattered clouds
582,Sungai Petani,MY,5.647,100.4877,84.07,91,95,1.28,overcast clouds
583,Kudahuvadhoo,MV,2.6708,72.8944,82.36,68,2,12.01,clear sky
584,Ontario,US,34.0633,-117.6509,89.28,20,40,16.11,scattered clouds
585,Tara,RU,56.8944,74.371,14.97,98,97,5.14,overcast clouds
586,Kuandian,CN,40.7286,124.7847,31.26,61,98,3.29,overcast clouds
587,Iwanai,JP,42.9744,140.5089,27.48,85,53,3.94,broken clouds
588,Kosovo Polje,XK,42.6394,21.0961,39.16,45,0,0.0,clear sky
589,Kenai,US,60.5544,-151.2583,30.29,50,75,27.63,broken clouds
590,Kholodnyy,RU,62.7167,147.95,4.53,97,100,2.24,overcast clouds
591,Asfi,MA,32.2994,-9.2372,59.45,85,87,7.58,overcast clouds
592,Hobyo,SO,5.3505,48.5268,78.98,76,12,11.61,few clouds
593,Bireun,ID,5.203,96.7009,77.56,84,94,4.43,overcast clouds
594,Mudgee,AU,-32.5943,149.5871,63.63,94,40,6.91,light rain
595,Lagoa,PT,39.05,-27.9833,59.22,79,17,13.78,few clouds
596,Nieuwpoort,BE,51.1244,2.7735,58.01,69,20,6.91,few clouds
597,Juneau,US,58.3019,-134.4197,42.8,99,75,26.46,light rain
598,Sri Aman,MY,1.2376,111.4621,73.45,100,100,0.0,overcast clouds
599,Bombay,IN,19.0144,72.8479,82.38,51,7,0.0,smoke
600,Najran,SA,17.4924,44.1277,74.05,40,2,2.91,clear sky
601,Whitehorse,CA,60.7161,-135.0538,40.01,58,40,20.71,scattered clouds
602,Mandalgovi,MN,45.7625,106.2708,22.89,44,100,7.67,overcast clouds
603,Champa,IN,22.05,82.65,73.99,16,67,6.93,broken clouds
604,Vanderhoof,CA,54.0166,-124.0198,51.12,77,95,10.92,overcast clouds
605,Boromo,BF,11.75,-2.9333,93.72,11,100,6.51,overcast clouds
606,Campina Grande Do Sul,BR,-25.3056,-49.0553,66.52,71,30,5.93,scattered clouds
607,Megion,RU,61.0296,76.1136,15.82,98,97,3.78,overcast clouds
608,Dmytrivka,UA,45.9717,28.9864,38.5,67,0,6.35,clear sky
609,Robertson,US,36.5167,-86.8667,75.18,57,75,16.11,broken clouds
610,Minbu,MM,20.1833,94.8833,78.89,80,100,4.52,overcast clouds
611,Omboue,GA,-1.5746,9.2618,78.71,86,85,3.91,overcast clouds
612,Lahaina,US,20.8783,-156.6825,82.4,80,99,8.34,overcast clouds
613,Okato,NZ,-39.2,173.8833,65.91,92,100,6.31,moderate rain
614,Suihua,CN,46.6406,126.9969,21.02,86,4,6.96,clear sky
615,Maryville,US,35.7565,-83.9705,78.28,26,75,7.0,broken clouds
616,Hervey Bay,AU,-25.2986,152.8535,71.02,95,1,13.0,clear sky
617,Chernukha,RU,55.5974,43.7556,29.52,99,53,4.5,broken clouds
618,Benjamin Hill,MX,30.1667,-111.1,74.98,10,0,13.11,clear sky
619,Abha,SA,18.2164,42.5053,58.82,67,0,0.0,clear sky
620,Rupert,US,42.6191,-113.6772,52.18,43,0,9.22,clear sky
621,Turayf,SA,31.6725,38.6637,48.45,53,0,6.91,clear sky
622,Inuvik,CA,68.3499,-133.7218,-1.44,71,100,10.36,light snow
623,Myaundzha,RU,63.0494,147.1858,5.34,97,100,2.1,light snow
624,Axim,GH,4.8699,-2.2405,81.63,84,87,7.43,overcast clouds
625,Okha,RU,53.5739,142.9478,2.91,95,45,8.16,scattered clouds
626,Valdivia,CL,-39.8142,-73.2459,60.89,67,14,6.78,few clouds
627,Arman,RU,59.7,150.1667,12.02,93,100,5.95,overcast clouds
628,Kalinovskoye,RU,44.8635,42.9622,28.58,57,0,12.44,clear sky
629,Viedma,AR,-40.8135,-62.9967,78.26,22,1,9.01,clear sky
630,Shasta Lake,US,40.6804,-122.3708,82.76,30,6,9.19,clear sky
631,Boo,SE,59.3333,18.2833,40.17,70,0,5.75,clear sky
632,Shubarkuduk,KZ,49.1447,56.4872,3.02,100,100,2.82,overcast clouds
633,Tazovskiy,RU,67.4667,78.7,-1.28,92,100,9.75,overcast clouds
634,Sakakah,SA,29.9697,40.2064,56.77,30,0,6.96,clear sky
635,Coihaique,CL,-45.5752,-72.0662,58.95,58,75,5.75,broken clouds
636,Vangaindrano,MG,-23.35,47.6,72.97,82,100,0.72,overcast clouds
637,Vertou,FR,47.1687,-1.4693,53.58,62,0,8.05,clear sky
638,Catalao,BR,-18.1658,-47.9464,72.86,67,97,4.32,light rain
639,Torit,SS,4.4133,32.5678,79.16,58,65,3.51,broken clouds
640,El Paso,US,31.8001,-106.2005,57.56,45,40,13.8,scattered clouds
641,Ust-Karsk,RU,52.7011,118.8077,1.81,98,88,0.43,overcast clouds
642,Nagato,JP,34.3833,131.2,41.2,74,100,8.99,overcast clouds
643,Camacupa,AO,-12.0167,17.4833,63.97,92,100,7.23,light rain
644,Mingguang,CN,32.7802,117.9638,42.82,87,91,4.36,overcast clouds
645,Poum,NC,-20.2333,164.0167,79.47,76,93,16.11,overcast clouds
646,Ketchikan,US,55.3422,-131.6461,42.78,87,100,16.11,light rain
647,Guhagar,IN,17.4842,73.1929,75.74,86,38,1.41,scattered clouds
648,Kaeo,NZ,-35.1,173.7833,68.32,97,15,2.64,few clouds
649,Carlisle,US,40.2015,-77.1889,56.84,33,100,1.01,overcast clouds
650,Tibati,CM,6.4667,12.6333,76.48,20,87,3.33,overcast clouds
651,Saint-Georges,GD,12.0564,-61.7485,82.08,69,20,23.02,few clouds
652,Sobolevo,RU,54.4299,31.8996,34.21,98,100,5.1,overcast clouds
653,Kembolcha,ET,11.0816,39.7434,65.17,66,67,2.46,light rain
654,Buchanan,LR,5.8808,-10.0467,79.95,88,100,5.17,overcast clouds
655,Anuchino,RU,43.9622,133.0544,22.59,91,100,4.43,overcast clouds
656,Mikumi,TZ,-7.4041,36.9831,69.75,98,99,3.42,overcast clouds
657,Kolokani,ML,13.5728,-8.0339,85.77,13,55,9.4,broken clouds
658,Hirara,JP,24.8,125.2833,70.3,91,100,15.1,overcast clouds
659,Baijiantan,CN,45.6333,85.1833,42.33,63,100,6.67,light rain
660,Bontang,ID,0.1333,117.5,77.27,89,100,0.47,moderate rain
661,Borovoy,RU,55.4333,86.0833,20.48,86,40,8.95,scattered clouds
662,Shahpur,IN,16.7,76.8333,83.17,41,13,6.85,few clouds
663,Mercedes,AR,-34.6515,-59.4307,71.78,59,48,10.22,scattered clouds
664,Moissala,TD,8.3404,17.7663,82.85,10,100,0.76,overcast clouds
665,Obsharovka,RU,53.125,48.8531,32.18,93,66,7.61,broken clouds
666,Chunan,CN,24.5277,110.548,48.94,96,100,5.61,light rain
667,Rocha,UY,-34.4833,-54.3333,71.42,70,100,8.75,light rain
668,Pag,HR,44.445,15.0575,39.78,59,0,13.76,clear sky
669,Korla,CN,41.7597,86.1469,43.48,67,32,1.39,scattered clouds
670,Eirunepe,BR,-6.6603,-69.8736,81.48,87,53,2.62,broken clouds
671,Morristown,US,36.214,-83.2949,76.91,30,0,8.05,clear sky
672,Nioro,GM,13.35,-15.75,86.04,26,3,12.03,clear sky
673,Can,TR,40.0333,27.0524,38.98,87,100,13.73,overcast clouds
674,Biak,ID,-0.9131,122.8766,76.06,85,100,6.51,light rain
675,Bud,US,39.447,-86.1758,55.35,93,100,11.34,moderate rain
676,Sindor,RU,62.8629,51.8905,26.67,82,52,12.55,broken clouds
677,Horsham,GB,51.064,-0.3272,54.54,66,0,5.75,clear sky
678,Hay River,CA,60.8156,-115.7999,6.78,72,75,11.5,broken clouds
679,Fort Walton Beach,US,30.4058,-86.6188,77.05,83,100,23.02,overcast clouds
680,Domazlice,CZ,49.4405,12.9298,49.14,62,0,1.32,clear sky
681,Ojinaga,MX,29.5667,-104.4167,67.57,31,0,6.91,clear sky
682,Santa Cecilia,BR,-26.9608,-50.4269,62.73,79,51,6.87,broken clouds
683,Pierre,US,44.3683,-100.351,54.52,27,75,34.52,broken clouds
684,Neuquen,AR,-38.9516,-68.0591,80.49,26,0,6.91,clear sky
685,Lujan,AR,-34.5703,-59.105,73.11,80,48,1.01,scattered clouds
686,Mildura,AU,-34.2,142.15,55.36,88,50,5.75,scattered clouds
687,Calbuco,CL,-41.768,-73.1273,60.01,69,99,11.9,overcast clouds
688,Bahir Dar,ET,11.5936,37.3908,77.04,27,95,8.84,overcast clouds
689,Tucuru,GT,15.3,-90.0667,93.24,33,30,4.38,scattered clouds
690,Fredericksburg,US,38.3032,-77.4605,71.2,36,0,8.05,clear sky
691,Horve,DK,55.7529,11.453,41.25,57,0,3.53,clear sky
692,Moerai,PF,-22.4333,-151.3333,81.05,72,100,9.73,overcast clouds
693,Teguise,ES,29.0605,-13.564,61.02,63,20,9.22,few clouds
694,Kantunilkin,MX,21.0917,-87.45,88.95,40,0,10.63,clear sky
695,Pundaguitan,PH,6.3711,126.1689,81.28,75,97,11.32,overcast clouds
696,Maua,BR,-23.6678,-46.4614,69.37,83,64,8.57,broken clouds
697,Krasnyye Tkachi,RU,57.4926,39.7563,31.82,95,2,6.51,clear sky
698,Xuddur,SO,4.1213,43.8894,76.77,62,4,12.75,clear sky
699,Prince Albert,CA,53.2001,-105.7677,40.95,52,20,8.05,few clouds
700,Williams Lake,CA,52.1415,-122.1445,45.97,75,75,13.8,broken clouds
701,Syracuse,IT,37.0881,15.2792,43.97,59,6,9.22,clear sky
